1.5,9,628
1.0,9,21151
2.0,9,20541
3.0,8,96
4.0,7,67
5.0,5,30
2.5,9,433
7.0,6,22
2.29166666667,2,4
2.54166666667,1,2
4.25,1,1
1.22222222222,8,35
2.79166666667,1,2
1.20833333333,2,2
1.54166666667,2,2
2.83333333333,7,125
2.04166666667,2,2
2.625,2,4
2.375,1,1
1.44444444444,8,33
1.125,2,2
2.875,1,1
1.91666666667,4,5
6.0,7,34
2.55555555556,5,15
2.88888888889,1,3
2.33333333333,7,18
1.11111111111,1,2
1.625,3,4
1.79166666667,2,2
1.75,4,12
1.875,2,2
2.77777777778,3,6
4.75,2,3
1.83333333333,7,45
1.25,4,16
1.58333333333,3,4
2.95833333333,1,2
1.375,2,2
1.29166666667,3,4
2.22222222222,6,15
2.66666666667,9,18648
1.95833333333,4,5
2.77777777778,5,12
2.91666666667,2,3
1.33333333333,9,14911
3.75,1,2
3.66666666667,3,8
2.70833333333,1,1
2.45833333333,1,1
2.75,5,9
2.25,3,8
1.55555555556,5,19
1.70833333333,1,1
2.33333333333,9,13830
2.20833333333,1,2
2.58333333333,2,4
1.45833333333,2,3
2.125,1,2
1.77777777778,5,19
1.04166666667,1,1
3.33333333333,2,3
2.44444444444,4,15
1.16666666667,8,276
2.0,6,19
1.66666666667,9,18439
2.16666666667,8,163
